party,name,url,face,chat,party_image,ynr_id
English Democrats – “More Police – catching criminals!”,Toni Bugle,https://www.choosemypcc.org.uk/candidates/bedfordshire/toni-bugle/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/toni-1.jpg,"As the Police Commissioner for Bedfordshire I will ensure *fair* policing
with no favouritism to any community. I am not satisfied that this is the case
at present, with politically correct non-crimes investigated and resources
wasted.

I am particularly concerned about the rise of extremism and the threat of
terrorism. Tough action *must* be taken against the perpetrators.

I am passionate about ending the activities of child grooming gangs. There
must be *zero tolerance* with vulnerable youngsters encouraged to come
forward in safety.

I support traditional policing methods and engagement with the people of
Bedfordshire:

  * to build trust and confidence;
  * through more local and visible policing; and
  * with more Special Constables recruited to work in their communities.

Bedfordshire Police is underfunded. I will work in partnership with private
business to raise more funding. However our money must be targeted more
efficiently.

Hundreds of thousands of pounds have previously been wasted on exit packages
for staff members. I will ensure that every single possible penny in the
police budget is spent on front-line services to provide for as many police
officers as possible.

We have several major destinations within Bedfordshire such as Luton Airport,
Luton Town, Woburn Safari Park, Whipsnade Zoo and the Motorway network.
Millions come to Bedfordshire and rely on *our* Police. We must harness
these visitors to assist in petitioning Government and with cross party
support from our local MPs, we can energetically successfully lobby for more
funding.

I will be able to do this through partnership and agreement rather than by
stirring up inter-party rivalries.

Toni Bugle as Bedfordshire Police and Crime Commissioner means:

  * *Fairer traditional policing
  * *Protection for the vulnerable
  * *Action against child grooming gangs
  * *Safer streets
  * *Better funding and more police

Prepared by Edward Butler, Election Agent 10 Heather Drive, Biggleswade,
Bedfordshire SG18 8UH

Contact Details: http://englishdemocrats.party/

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/EnglishDemocratLogo-bw.jpg,7493
The Conservative Party Candidate,Kathryn Ann Holloway,https://www.choosemypcc.org.uk/candidates/bedfordshire/kathryn-ann-holloway/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/image.jpg,"I am Kathryn Holloway and I am certainly not a typical politician. I spent 20
years as a news reporter and presenter for services like ITN, TV-am and Sky,
getting to the truth of the matter and holding the authorities to account on
behalf of the public which I believe are essential skills as a Police and
Crime Commissioner. I also covered every possible stage of the Criminal
Justice system from close up, working alongside detectives and covering cases
from Magistrates' Courts to the Old Bailey. Since 2000 I have built an
international reputation as a specialist in the release of public information
in an emergency. I worked for 8 years for the Cabinet Office's National
Emergency Planning College and have advised Chief Constables, Fire Chiefs,
military leaders and the boards of some of Britain's largest companies in a
crisis, as well as speaking at the World Conference in Disaster Management.
This background means I will explain police action to the public and could
never preside over a cover-up.

I will introduce practical, common-sense solutions to work with our budget of
£100 million and to use our officers to best effect. I will work with partners
like the NHS, Fire Service and councils to share facilities where possible and
support one another so the police do take on the responsibilities of others. I
do not need an expensive Deputy or PR Agency.

I will make sure that you get a fair share of policing whether you live in the
town or country and whichever community you belong to as a Commissioner for
all.

Prepared by Katherine Arnold on behalf of Kathryn Holloway both at NEBCA,
Biggleswade Conservative Association, St Andrews Street, Biggleswade SG18 8BA

Contact Details: Kathrynholloway.org.uk

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Conservative-emblem.jpg,7488
Liberal Democrats,Linda Anne Jack,https://www.choosemypcc.org.uk/candidates/bedfordshire/linda-anne-jack/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Linda-Jack.jpg,"Bedfordshire is facing a series of Government attacks on our public services,
exacerbating the historic underfunding of Bedfordshire Police. In this local
election, we need a Police and Crime Commissioner who will speak up for
Bedfordshire, fight for proper funding and work to ensure that our police are
given the resources and support to do their jobs. I have a track record of
representing others and a reputation for fighting on their behalf; I *will
be that strong voice Bedfordshire needs.

I have spent my life in public service, serving as an analyst in *military
intelligence, teaching* in Luton and Harlington and working as a *youth
worker and senior manager* across the county, working closely with our
diverse communities. I served as a local councillor in Bedford and as Unison
Branch Secretary for the county. I then worked as Youth Policy Adviser for the
Financial Services Authority, working closely with government, local
authorities and leading voluntary sector organisations. My strength is in
bringing communities and organisations together to the benefit of all, which
is why I am committed to working collaboratively with local councils, the NHS
and other public and voluntary services to make Bedfordshire a safer place for
us all to live and work.

Prevention is always better than cure. Preventing crime, reducing reoffending
and empowering victims by giving them a voice in the justice system is my
first priority and I will follow an evidence-based approach to prevent crime,
particularly violent crime, hate crime and domestic violence which ruins
lives.

Nothing is more important for the state to do than protect its citizens. My
commitment to you is to work tirelessly to do just that.

Linda Jack

Prepared by: Henry Vann, 280 Goldington Road, Bedford, MK30 3EF (Election
Agent)

Contact Details:
36 Halfway Avenue, Luton LU4 8RB
linda.jack2015@gmail.com
Facebook: LindaJack4PCC
@libdemlinda

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Lib-Dem-ballot-paper-logo-1.jpg,7490
Labour and Co-operative Party,Olly Martins,https://www.choosemypcc.org.uk/candidates/bedfordshire/olly-martins/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/image-1.jpg,"Bedfordshire Police has a similar number of police officers to rural Dorset,
yet they have to deal with a burglary level and a terror threat like the West
Midlands, together with gun crime and serious organised crime like Merseyside.
Both of these forces are better funded and have many more police. This
scandalous situation occurs because our police are funded by government as
though we are a rural constabulary, ignoring the urban challenges faced by our
'thin blue line'. Incredibly, government funding cuts mean police strength
here has gone down rather than up since 2010.

The Chief Constable says we need at least 300 extra officers to police
Bedfordshire adequately, PCs that would enable the force to have proper
community policing in each part of the county. This is not possible with the
existing incredibly low level of police. That's why my top priority is
fighting for fairer government police funding.

My next priority is ensuring we nonetheless make the best possible use of the
resources we do have. Better use of technology, volunteering and joint working
with other police forces and the public sector, are all playing an important
role in keeping our county safe. I will continue to work hard on such
initiatives to protect front line policing strength.

Burglary and robbery are down during my tenure, whilst victim satisfaction is
up, emergency response has improved, and reporting of 'hidden harms' such as
domestic abuse, hate crimes and sexual offences have increased as victim
confidence has risen. This is a remarkable testament to the dedication of our
police and why my commitment is that I will not rest until the force is
adequately funded.

This statement has been prepared by the candidate's election agent, Francis
Steer, at 3 Union Street, Luton LU1 3AN

Contact Details: Olly Martins, 3 Union Street, Luton LU1 3AN

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/labour-rose-2016.jpg,7487
UK Independence Party (UKIP),Duncan Anthony Strachan,https://www.choosemypcc.org.uk/candidates/bedfordshire/duncan-anthony-strachan/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/duncan.jpg,"I am Duncan Strachan and have lived in Biggleswade and worked in the area for
36 years. I am a solicitor dealing with Wills, Probate, Inheritance Tax and
similar private client work. Since last May I have been a Biggleswade Town
Councillor. In the 1980/90s I was both a Biggleswade Town Councillor and a
Mid-Bedfordshire District Councillor. I was Mayor of Biggleswade, and Chairman
of both the Finance and Personnel Committees of the District Council. I have
been the Chairman of Sunnyside Special School Governors as well as being a
Trustee of the National Charity 'MacIntyre', for about 30 years, which
supports about 1000 people with learning difficulties. As will be seen from
the above I have extensive wide ranging experience of many different business
environments which will help me fulfil the role of Bedfordshire PCC. By
listening to Bedfordshire people I will help the police deliver the best
possible service for everyone in Bedfordshire and deliver high quality
policing for every community in town and village alike. This will have to be
within the budget that has already been set for the current year. I will be
looking to maximise resources including working with councils, voluntary
organisations, other police forces and public services etc. to make
Bedfordshire a safe and pleasant place to live. For every 80p spent per head
on policing in Bedfordshire the National, average, spend is £1\. Bedfordshire
police is clearly underfunded. Central Government has a duty to fund policing
properly and I expect to justify greater financial support from the Government
as a result of my spending review to be included in my first Police Budget.

This form has been prepared by Lisa Ann Duffy, election agent to Duncan
Strachan 4 Meadow Walk, Ramsey. PE26 1JY

Contact Details: Duncan.strachan@ntlworld.com

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIPlogo.jpg,7494
Labour Party Candidate,George Adamson,https://www.choosemypcc.org.uk/candidates/staffordshire/george-adamson/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/George-Adamson.jpg,"I want to protect local policing in Staffordshire.

I was a serving Police Officer for 17 years and I know how the Police Service
works and what the issues faced on a daily basis by Police Officers and PCSOs
are. They put their lives at risk to protect us and deserve a Police and Crime
Commissioner who understands and supports them rather than others who see the
Police as a business to be cut.

As Leader of Cannock Chase Council for the last 5 years I have improved
services while keeping council tax increases to a minimum, running the council
efficiently and well.

As PCC I will keep policing local and keep PCs and PCSOs local too. Current
plans are for most investigations to be run from two County 'hubs'. This would
remove officers from communities, destroying neighbourhood policing.

In Staffordshire since the last PCC election, the number of Police Officers
working on the response units has been reduced to dangerously low levels.
Hundreds of officers have been lost from Staffordshire Police. Police morale
is at an all-time low and the Force has been found to be inadequate in its
treatment of vulnerable domestic violence victims.



Since 2012 Officers have been cut but there has been heavy spending on the PCC
office, with the PR machine being put ahead of Police Officers. As PCC I would
be looking to run an efficient office to reduce costs, putting money back into
local policing.



I can also confirm I have no wish to take over the Fire service regardless of
what the Tory Government would like.



Protecting local policing so the Police can protect us. If elected on May 5th,
that is what I will do.



Prepared by George Sinnott, Election Agent for George Adamson, 383 Huntington
Terrace Road, Cannock, WS11 5HX.

Phone: 07724 180 050
Email:  georgeadamson4pcc@gmail.com   [
](mailto:georgeadamson4pcc@gmail.com)Web:  www.staffslabour.co.uk/pcc

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Party.png,7567
Independent,Natalie Devaney,https://www.choosemypcc.org.uk/candidates/staffordshire/natalie-devaney/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Natalie-Devaney.jpg,"I am Natalie Devaney standing as an Independent Candidate, my message in this
campaign is that I strongly believe that we should

Keep Party Politics Out of Policing

As an Independent Candidate I have no affiliation to any political party and I
am self-funded.

Upon being elected the Police and Crime Commissioner swears an *Oath of
Impartiality* before taking Office. As an Independent Candidate I am
genuinely impartial.

I describe myself as hardworking, dedicated, honest and open with a ""down to
earth"" approach. I will be easily accessible to the People of Staffordshire;
you will know me.

Having served as a frontline police officer for thirty years, I retired in
July, 2015. During this time, I worked in most areas of our County,
Staffordshire. When I first joined I was living in Werrington and had gone to
Leek College and to Staffs Poly to study law. I was first posted, in 1985 to
Burton and finished my service at Newcastle.

My first-hand experience of policing means that I know what the reality is,
NOW and what course of action to take, from Day 1.

I want to ensure fair outcomes for all and respond to the needs of the public.
In short, to be the *Voice* of the people and ensure Staffordshire Police is
operating effectively to meet these needs.

I care passionately about Our future. At the end of the day, I firmly believe
that an individual needs to know properly about policing and how to affect
change for the right reasons, not political ones.

Finally, the role of the Police and Crime Commissioner it is a question of
Integrity* and *Accountability *is key, to do the right thing is
paramount.



I am acting my own Agent Natalie Devaney 26 Bircham Walk, Newcastle-under-
Lyme, Staffs ST5 4LG

",,7665
Conservative Party Candidate,Matthew Ellis,https://www.choosemypcc.org.uk/candidates/staffordshire/matthew-ellis/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/matthew-ellis-portrait.jpg,"*""It's not just how much public money is spent… but how well it's spent""

As Staffordshire's police and crime commissioner I have been responsible for
spending £180million of public money each year and ensuring the work of police
is effective at keeping 1.2million people living here safe.

When elected in November 2012 there was a £19.8million hole in police finances
but a firm grip on spending means budgets are in decent shape to 2020. I've
not raised, at all, the part of council tax local people pay towards policing.

I am committed to community policing. There are 1% more response and
neighbourhood officers in Stoke-on-Trent &amp; Staffordshire than when I was
elected whereas in Labour PCC areas the average is 17% fewer.

The mobile technology revolution I promised in 2013 to get officers out of
stations and on the streets is on track to deliver 250,000 extra hours of
frontline policing annually… equivalent to 110 extra officers… but at one
eighth of the cost!

Critical to the future is preparing our police to meet changing crime in an
internet enabled world. Online fraud, organised crime and the abhorrent abuse
of children are threats beyond what could have been imagined.

The strategic technology partnership I've signed with Boeing will improve the
way Staffordshire Police deal with day to day crimes and crucially prepare
them to tackle the harm caused by criminal use of technology.

See my website for more about criminal asset seizures now going back to
communities, 5700 insurance dodgers taken off Staffordshire roads, better
support through the Staffordshire Victim Gateway and how the Police Cadets I
promised are enhancing young lives.

Prepared by Martyn Punyer (Election Agent) on behalf of Matthew Ellis, both of
Conservative Office, Castle Street, Stafford ST162ED

www.matthewellis.org.uk

Twitter @MatthewEllis

Facebook MatthewEllisPCC

Telephone 01785 500178

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Emblem1_Col-2.jpg,7568
UK Independence Party (UKIP),Harold Gregory,https://www.choosemypcc.org.uk/candidates/staffordshire/harold-gregory/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Harold-Gregory.jpg,"Police and Crime Commissioner

I believe that the role of the Police and Crime Commissioner is to be able to
lead a team, control and set priorities by maximising the budget, enabling the
police to have a more visible presence on the street and better relate to
working with the local communities that they serve. I believe that by making
their presence visible they will develop links with the electorate, which I
feel has been missing for many years. If elected, I would like to go out and
engage with the constabulary in different areas, because rural and urban
policing have very different priorities. This will enable me to understand and
crucially, appreciate through dialogue what is required in the varied and
diverse areas of Staffordshire.



I am standing because I wish to help set priorities for police resources and
would like to bring some common sense to this role by consulting the public in
the community on the issues that are close to their hearts. I would also seek
to consider disposal of assets that are no longer required/underutilised in
order to assist with funding the very necessary role of front line policing.



Tackling youth anti-social behaviour (which seems to be a rising trend in
recent years) would be a foremost issue for myself, assisting in guiding them
towards joining different youth activity groups. I would also like to help the
parents of school children starting secondary school by having talks within
various schools in the Staffordshire area, providing information on the
support and resources available if they have a concern about their child's
well-being.



Agent - Michael Harold, 4a Chamberlain Avenue, Stoke-on-Trent, ST4 5EW.

Harold David Gregory
64 Riverside Rd
Trent Vale
Stoke
ST4 6LU

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/DM.jpg,8776
The Green Party,Paul Woodhead,https://www.choosemypcc.org.uk/candidates/staffordshire/paul-woodhead/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Paul-Woodhead-1.jpg,"_A Police and Crime Commissioner tackling the roots of crime, planting seeds for social cohesion and building safer communities._

Whilst Paul is endorsed by the Green Party, he will answer only to the people of Staffordshire. He will appoint an independent deputy commissioner based on merit. He has a vision for better policing which is community built and YOU will be able to hold Paul and the police service to account. Community priorities highlighted to date include:

  * *Resist further budget cuts:* Staffordshire already has one the lowest number of employees per head of population. These cuts have had serious consequences.
  * *Tackle domestic abuse and violent crime:* Staffordshire's record on domestic abuse and violent crime requires improvement. He will invest in quality training of officers dealing with abuse and champion other agencies to ensure victims are supported.
  * *Abandon plans to bring the Fire Service under control of the PCC:* The services should remain separate whilst maintaining their close working relationship.
  * *Restorative Justice:* Criminals owe a debt to society but a greater debt to their victims. When victims want it, we will facilitate communication and ensure offenders make amends directly to the victim. Restorative Justice has been shown to reduce re-offending rates.
  * *Online crime strategy:* He will ensure officers have up-to-date skills, training and support to tackle this emerging and fast growing threat
  * *Drug addiction:* Refocus drug policy by getting addicts into recovery and tackling the organised criminals who profit from misery. Tackling drug issues can reduce crime substantially.
  * *Rural crime:* Bringing the protection of our countryside and wildlife front and centre
  * *Early intervention strategies:* Working with related agencies to develop effective engagement programmes for young people to prevent them getting involved in crime in the first place

prepared by election agent Richard Jenking 13 Quinton Place, Norton Canes,
WS11 9FW

[A Green PCC 4 Staffs](http://chaseissues.co.uk/green-pcc-4-staffs/)

Twitter @paulewoodhead

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Green-Party.jpg,6894
Liberal Democrats,Nicola Siân Davies,https://www.choosemypcc.org.uk/candidates/warwickshire/davies-nicola-sian/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/N-Davies-V2.jpg,"

Nicola Sian Davies



Putting the voice of the community at the heart of policing

Nicola, is like you, an independent minded member of the community with no
vested interest in either the police or military services, and with no ties to
the Government.

She does however have in-depth knowledge of the work of the Commissioner and
Warwickshire Police. Nicola is standing in this election to guarantee that the
views of the public are at the heart of policing in Warwickshire.

She will build confidence, fairness and trust in our police force.  Nicola
will be accessible and accountable to residents and will demand the highest
standards from our police, providing a strong challenge to the Chief Constable
if performance isn't up to scratch.

Experience and Knowledge

  * Nicola is a County Councillor and as a member of the Warwickshire Police and Crime panel has, for the past three years, been scrutinizing the performance and activities of the current Police Commissioner and Police force.
  * She lives in Leamington Spa with her husband and two children.
  * Nicola understands the importance of delivering value for money, having managed budgets within a large company and, for the past five years, in her own business.
  * She is committed to creating a safer Warwickshire by protecting vulnerable people and reducing crime.

Nicola's Top 5 Priorities

She will guarantee keeping a Warwickshire Chief Constable and will not allow a
merger with West Mercia.

Building Confidence, Fairness and Trust





Website: www.nicoladavies4pcc.org.uk

Email: nicoladavies4pcc@gmail.com

Facebook: www.facebook.com/NicolaDavies4PCC

Twitter: @nicola_davies1



Statement prepared by the election agent John Whitehouse, 47 Sunningdale
Avenue, Kenilworth, CV8 2BY.

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Registered-Emblem_LibDem.jpg,7674
UK Independence Party (UKIP),Rob Harris,https://www.choosemypcc.org.uk/candidates/warwickshire/harris-rob/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Rob-Harris-v3.jpg,"

Rob Harris



We all know life can be tough, sometimes this means tough decisions need to be
taken.  Rob Harris has experienced, and survived, the trials and tribulations
of modern life and has the experience to liaise between the police and public
in a professional and constructive way.



He will be working to not only give communities a voice but also to tackle
issues that affect people's everyday lives.  Rob Harris is proud to be a
representative of the people, he will work tirelessly to provide a safe and
secure environment we can all enjoy.



This statement has been prepared by my election agent:

Mr Alastair MacBrayne, 2 Gleeson Drive, Warwick, Warwickshire CV34 5UA

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/ukip-1.jpg,8778
Labour Party,Julie Anne Jackson,https://www.choosemypcc.org.uk/candidates/warwickshire/jackson-julie-anne/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Julie-Jackson.jpg,"

Julie Anne Jackson



""My priorities are clear. I want to put victims first. Warwickshire needs a
Police and Crime Commissioner who stands up for our residents. We need to
invest in high visibility policing and safer neighbourhood teams. They are the
bedrock of community policing. They gather intelligence and assure local
communities that their concerns will be heard.

In developing a new Police and Crime Plan for Warwickshire I will begin by
listening hard to the aspirations and priorities of our diverse communities.
That means being out in the community, meeting people and listening to them.
This will make sure our new plan reflects the needs of  Warwickshire, not the
penny pinching of the government.

Warwickshire is one of the country's smaller police authorities and has an
unusual geography. I will work to ensure that our police service will work
with their police service neighbours whilst maintaining our unique local
identity. I will encourage the use of new technology but always ensure that
our police do not lose the personal touch. As our community changes, so does
the nature of crime. Resources put into prevention, especially in such areas
as domestic abuse and cyber crime will prove cost effective in the future.

Serious cuts are being made to Warwickshire's police budget. This cannot be
defended, and I will speak out loudly about the inequity of our funding. I
will examine our budget carefully to ensure that Warwickshire receives the
high quality, efficient and effective policing it deserves.""

julieforpcc@outlook.com

02476 360 919

Agent: Adam Farrell, 26 Park Court, Birmingham Road, Coleshill, B46 1AS

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/labour-colour.jpg,7673
Conservative and Unionist Party,Philip Stanley Seccombe,https://www.choosemypcc.org.uk/candidates/warwickshire/seccombe-philip-stanley/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Philip-photo-2015.jpg,"

Philip Seccombe



I was honoured to be selected to stand as the Conservative candidate in
October 2015, and have been visiting towns and villages across the county
since. I am very keen to act as a ""Champion"" for all residents and represent
their views on Policing and Crime.

I will hold the Chief Constable to account, prepare and agree a Policing Plan,
and allocate the necessary resources to ensure the Plan is carried out.

I am keen to see the numbers of Officers, PCSO's and Specials increase, so
that residents can be assured that their safety is my prime concern and
purpose. To achieve this, I have a six point plan:

  * **Ensure our Police are properly equipped, trained and motivated*

  * *Increase the numbers of Police Officers, PCSO's and Specials across Warwickshire

  * *Free the Police to fight crime, by cutting red tape and prioritising the front line

  * *Support the victims of crime by working closely with local agencies

  * *Increase Police visibility throughout the County

  * *Bring criminals to justice to protect our local communities



As PCC I will always put people before politics, and with my experience as a
Warwickshire businessman, an ex- Commanding Officer of my Regiment and 14
years of being a local councillor, I understand how both local communities and
large organisations expect unbiased advice and direction from the PCC.

I look forward to directing the Police to tackle all forms of crime in
Warwickshire, whether it be violent, fraudulent, speeding, anti-social
behaviour or any other crime being suffered, as well as putting the victim
first.

I look forward to receiving your vote on May 5th, so I can begin this
important job.



01789 292723

www.philipseccombe.co.uk

philipseccombe@gmail.com

www.facebook.com/PhilipSeccombePCC



This statement was prepared by Thomas Holloway, 3 Trinity Street, Stratford-
upon-Avon, CV37 6BL

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/con-logo-square-V4.jpg,7672
Independent,Ben Twomey,https://www.choosemypcc.org.uk/candidates/warwickshire/twomey-ben/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Ben-Twomey-photo.jpg,"Ben Twomey - Independent



Do we need more police officers? Or do we need fewer criminals?

We need to tackle crime at its source by preventing criminal attitudes and
behaviours from developing. I will put greater focus on _prevention_ to
complement the work our police service already does in _responding_ to crimes,
securing a safer county for us all.

I'm standing as an independent candidate because party-politics has no place
in policing. Born and raised in Warwickshire, I have direct experience working
with two PCCs. Our county needs a fresh approach to tackling crime, which
starts with these eight promises I make to you:

I will *focus on preventing crimes*, not simply reacting to them.

I will *seek to break the age-crime curve*, where 18-24 year olds commit the
most crime and are the most common victims of crime.

I will *keep party-politics out of policing*.

I will *work hard to bring hidden abuse into the open* where it can be
challenged and stopped.

I will *give the people of Warwickshire a voice* in the policing and
criminal justice matters of their county.

I will *refocus drug policy* by getting addicts into recovery and tackling
the organised criminals who profit from misery.

I will *ensure cyber-crime is a priority* and that Warwickshire can face
this modern and growing threat.

I will *pursue policies based on evidence* that have been proven to work.



""Ben is dynamic, with a clear grasp of the issues facing modern policing. We
need fresh thinking to take on the challenges facing policing today. I know
that I would have greatly welcomed and would have derived great benefit from
his support, insights and knowledge when I was a Chief Constable.""

*- Former Chief Constable Tom Lloyd



ben.twomey.campaign@gmail.com

www.ben-twomey.co.uk

www.facebook.com/VoteTwomeyPCC

_www.twitter.com/VoteTwomeyPCC_



Prepared by Ben Twomey, 77 Emscote Road, Warwick, CV34 5QR

",,7676
Independent,David James Whitehouse,https://www.choosemypcc.org.uk/candidates/warwickshire/whitehouse-david-james/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/David-Whitehouse-head-and-shoulders.jpg,"David Whitehouse - Independent



As a former senior officer in Warwickshire Police, I believe I have the
essential skills, qualities and experience needed to be your PCC. Working at
the highest levels across all five boroughs and districts I gained in-depth
knowledge and experience of policing the county.



I have always been passionate and committed to delivering a professional,
modern, innovative police force and I have a proven record of working with all
communities and organisations in crime reduction and safety.



The job of Police and Crime Commissioner is to hold the force to account on
its delivery, professionalism and results, and to scrutinise performance and
challenge when necessary.



With this in mind, my key aims are:



  * Improve the visibility of officers on our streets



  * Oversee an increase in police numbers as a main priority



  * Question the reasons for the high level of days lost through sickness



  * Ensure a swift response to emergency calls



  * Tackle rural crime, business crime and cyber-crime by supporting multi-agency initiatives



  * Ensure criminals and high crime areas are targeted by the use of technology and proactive police teams



  * Focus on initiatives supporting vulnerable victims in society



  * Work closely with communities in support of best practice crime reduction initiatives



  * Ensure young people are supported by awareness and crime diversion schemes



  * Encourage more recruits from ethnic minorities



  * Manage the budget to ensure that efficiencies are achieved from our partnership with West Mercia Police, thereby making more funds available for extra police officers



  * Develop an open and accessible engagement strategy, listen to the views of the people and hold the Chief Constable to account for the performance of the force



  * Ensure Warwickshire is a professional police force with a strong identity in the partnership with West Mercia



Visit www.davidwhitehousepcc.co.uk



Agent - David Whitehouse, March House, Princethorpe, Rugby

",,7675
Labour Party,Mark Burns-Williamson,https://www.choosemypcc.org.uk/candidates/west-yorkshire/mark-burns-williamson/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/MarkOutside2-2.jpg,"Mark Burns-Williamson OBE - Election Statement

I have served as West Yorkshire's Police &amp; Crime Commissioner since I was elected in 2012, I am standing to be re-elected on my record of delivery.

I am the only candidate in West Yorkshire with the proven ability and track
record to stand up for people across West Yorkshire providing the strong
committed leadership our police and communities need.

I made firm promises when I was elected to stand against the £140m Tory cut to
the police in West Yorkshire and to protect frontline policing.

I have delivered and with partners have protected our local Police and
Community Support Officers whilst also recruiting an extra 300 police officers
to rebuild policing numbers in West Yorkshire.

I continue to fight for more Proceeds of Crime to come back to West Yorkshire
and to invest more of this money to make sure our communities are safer and
feel safer.

I am proud that my Safer Communities Fund has now provided £1.2m new funding
to hundreds of local groups to tackle crime and anti-social behaviour and
support victims.

I pledged to reduce the cost of my office in line with Government cuts to the
police and I now have one of the lowest office costs in England &amp; Wales.

My pledges to you:

  * **Protect frontline policing *
  * **Protect Police &amp; Community Support Officers*
  * **Put more proceeds of crime back into our communities*
  * **Put victims, in particular the most vulnerable, first**
  * *Fight for a fairer funding deal for West Yorkshire

To read more about my pledges and policing priorities go to:
https://www.facebook.com/Mark4WestYorks/

A vote for me is a vote to protect frontline policing and committed leadership. Please vote LABOUR on 5 May.

This statement was prepared by Neil Dawson at 20/22, Cheapside, Wakefield.



",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Resized-Logo.jpg,7592
Liberal Democrats,Barry Stewart Golton,https://www.choosemypcc.org.uk/candidates/west-yorkshire/barry-stewart-golton/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Picture-100v2.jpg,"I have been a local Councillor since 1998, and I know that the basis of any
successful community is to provide a confident neighbourhood safe from crime.
Our Neighbourhood Policing Teams are the key to making us feel secure on our
streets, but they are increasingly being undermined through poor support.
Police vacancies remain unfilled while the frontline policing budget for our
area has £3 million lying there unspent. Crime has reduced in many areas, but
these neighbourhoods often then see their PCSOs reduced and sent elsewhere,
risking crime going up once more. To make matters worse, the majority of
crimes that are committed go unsolved, with the perpetrators free to offend
again.

The entourage around the Police &amp; Crime Commissioner costs over £1
million, and £26 million sits in the bank as reserves for a rainy day. It's
time to get more of this money spent: to get all our areas their fair share of
community policing; introduce more No Cold Calling Zones to protect the
vulnerable from fraud; to tackle hate crime and domestic violence head on; to
deter more from offending in the first place by catching more of those that
do.

This election address has been prepared by Martin Hamilton, 1 Lydgate Street,
Leeds, LS28 5RP

Email: stewartgolton@live.com

Website: stewartgolton.mycouncillor.org.uk

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Logo-1.jpg,165
